example_type,row_idx,bundle_id,true_indice,true_option_char,prediction,hit,input_gt_rank,input_gt_sim,input_neg_sim_max,input_gt_margin_vs_best_neg,input_semantic_top_option_idx,input_semantic_top_item,pred_input_rank,gt_to_distractor_sim_max
easy_hit_semantic_top1,53,5542,109034,A,A,1,1,0.7301948666572571,0.38676515221595764,0.34342971444129944,0,109034,1,0.3631361126899719
easy_hit_semantic_top1,32,9100,193661,C,C,1,1,0.737025797367096,0.4231466054916382,0.31387919187545776,2,193661,1,0.32706356048583984
easy_hit_semantic_top1,27,5187,240315,H,H,1,1,0.7215242385864258,0.4099682569503784,0.31155598163604736,7,240315,1,0.31231704354286194
easy_hit_semantic_top1,219,8525,212438,D,D,1,1,0.714981198310852,0.4069550037384033,0.30802619457244873,3,212438,1,0.2959738075733185
easy_hit_semantic_top1,99,751,158434,E,E,1,1,0.7890193462371826,0.48961341381073,0.29940593242645264,4,158434,1,0.36673712730407715
easy_hit_semantic_top1,58,9537,72370,A,A,1,1,0.6871064305305481,0.40328118205070496,0.28382524847984314,0,72370,1,0.29898911714553833
easy_hit_semantic_top1,213,711,209155,J,J,1,1,0.6782233119010925,0.4075511693954468,0.27067214250564575,9,209155,1,0.327889621257782
easy_hit_semantic_top1,95,13359,240494,J,J,1,1,0.6351232528686523,0.36770328879356384,0.2674199640750885,9,240494,1,0.3163608908653259
easy_hit_semantic_top1,68,4031,40289,B,B,1,1,0.7004258632659912,0.43522748351097107,0.26519837975502014,1,40289,1,0.37134960293769836
easy_hit_semantic_top1,152,12398,4987,A,A,1,1,0.6493741273880005,0.39123058319091797,0.2581435441970825,0,4987,1,0.2978173494338989
hard_miss_gt_low_rank,140,11876,198080,F,H,0,9,0.4347561001777649,0.5706146955490112,-0.13585859537124634,7,40976,1,0.3573193848133087
hard_miss_gt_low_rank,195,17630,146258,E,I,0,9,0.4137485921382904,0.5104361176490784,-0.09668752551078796,1,19438,5,0.33994585275650024
hard_miss_gt_low_rank,43,16592,244498,H,E,0,8,0.36321064829826355,0.5553396940231323,-0.19212904572486877,4,198206,1,0.42259469628334045
hard_miss_gt_low_rank,161,19643,204087,D,B,0,8,0.4196763336658478,0.5328039526939392,-0.11312761902809143,1,158451,1,0.46743881702423096
hard_miss_gt_low_rank,75,13886,139516,C,F,0,7,0.4505109190940857,0.5606676340103149,-0.11015671491622925,4,123941,2,0.35779011249542236
hard_miss_gt_low_rank,17,15591,123439,F,J,0,7,0.34113022685050964,0.49039775133132935,-0.1492675244808197,6,65006,2,0.25764232873916626
hard_miss_gt_low_rank,11,7296,11329,D,C,0,7,0.4358367323875427,0.4872244596481323,-0.0513877272605896,2,19584,1,0.29953673481941223
hard_miss_gt_low_rank,156,1158,179951,C,H,0,7,0.42751455307006836,0.5727499723434448,-0.14523541927337646,7,231796,1,0.36325395107269287
hard_miss_gt_low_rank,212,10935,212004,B,F,0,7,0.39272773265838623,0.47877010703086853,-0.0860423743724823,6,114165,2,0.29754605889320374
hard_miss_gt_low_rank,214,5928,118477,E,J,0,7,0.4040747284889221,0.520159125328064,-0.11608439683914185,5,13302,4,0.36995798349380493
semantic_top1_but_llm_miss,147,4139,245975,E,I,0,1,0.6379679441452026,0.5497103929519653,0.0882575511932373,4,245975,3,0.4050690829753876
semantic_top1_but_llm_miss,7,4689,53676,G,F,0,1,0.6114583015441895,0.5597968101501465,0.05166149139404297,6,53676,2,0.4800008535385132
semantic_top1_but_llm_miss,129,6833,35513,C,E,0,1,0.4770737886428833,0.42654111981391907,0.05053266882896423,2,35513,10,0.40327104926109314
semantic_top1_but_llm_miss,97,2553,45381,J,H,0,1,0.5227071046829224,0.4876966178417206,0.03501048684120178,9,45381,2,0.3040524423122406
semantic_top1_but_llm_miss,1,6507,107053,F,C,0,1,0.5354762673377991,0.5025613903999329,0.03291487693786621,5,107053,3,0.38320186734199524
semantic_top1_but_llm_miss,231,19989,140122,F,B,0,1,0.5153968334197998,0.4896550178527832,0.0257418155670166,5,140122,2,0.4733847975730896
semantic_top1_but_llm_miss,144,11024,236256,I,J,0,1,0.49622371792793274,0.474465548992157,0.021758168935775757,8,236256,2,0.32956933975219727
semantic_top1_but_llm_miss,151,16409,234462,C,G,0,1,0.5300125479698181,0.5099769234657288,0.020035624504089355,2,234462,4,0.43880337476730347
semantic_top1_but_llm_miss,100,18928,110352,A,D,0,1,0.5078252553939819,0.4879211187362671,0.019904136657714844,0,110352,10,0.4116683900356293
semantic_top1_but_llm_miss,117,8787,76979,J,G,0,1,0.5517488121986389,0.539935290813446,0.011813521385192871,9,76979,3,0.42604392766952515
llm_hit_not_semantic_top1,30,19778,280,I,I,1,5,0.4298005700111389,0.5309096574783325,-0.1011090874671936,5,215480,5,0.3280884325504303
llm_hit_not_semantic_top1,141,3150,162605,J,J,1,8,0.383685439825058,0.48232215642929077,-0.09863671660423279,2,85483,8,0.21961207687854767
llm_hit_not_semantic_top1,106,48,78236,J,J,1,5,0.4407234787940979,0.5362457036972046,-0.09552222490310669,5,231954,5,0.3456811308860779
llm_hit_not_semantic_top1,187,2054,89112,G,G,1,3,0.5342968702316284,0.605143129825592,-0.07084625959396362,8,21608,3,0.38575276732444763
llm_hit_not_semantic_top1,101,3079,156361,E,E,1,7,0.4062827527523041,0.4729108512401581,-0.066628098487854,6,182053,7,0.36767011880874634
llm_hit_not_semantic_top1,23,4599,122475,C,C,1,6,0.4221964478492737,0.48650866746902466,-0.06431221961975098,5,43117,6,0.3517078757286072
llm_hit_not_semantic_top1,125,5744,136854,B,B,1,3,0.40908199548721313,0.47016671299934387,-0.06108471751213074,2,21559,3,0.30760395526885986
llm_hit_not_semantic_top1,241,1484,177065,A,A,1,2,0.5564078688621521,0.611393928527832,-0.05498605966567993,3,139915,2,0.43352752923965454
llm_hit_not_semantic_top1,134,1417,209386,D,D,1,5,0.4648454785346985,0.5182201862335205,-0.05337470769882202,2,165150,5,0.3460244834423065
llm_hit_not_semantic_top1,47,19169,156451,G,G,1,5,0.43746721744537354,0.4871367812156677,-0.04966956377029419,4,150765,5,0.4562164545059204
