joint_outcome,index,bundle_id,true_option_char,hit_count,input_str,target_str,primary_tag,secondary_tags,gt_plausibility,distractor_hardness,evidence,primary_rule_tag,prediction_base,hit_base,prediction_co_occur,hit_co_occur,prediction_user_prefer,hit_user_prefer
all_fail,227,20033,D,0,1. 2018春季新款女包韩国ulzzang小方包休闲斜挎包潮复古单肩包小包; 2. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110,A. BOCCALOOK定制 秋冬网红过膝毛衣女套头慵懒风宽松高领连衣裙长款; B. 浅色牛仔裤女宽松2019春季新款韩版高腰阔腿长裤学生显瘦直筒裤子; C. GGhouse郭郭定制 网纱吊带连衣裙女中长款春秋韩版百搭显瘦打底裙; D. 翅膀镶锆石银耳针耳钉女简约气质个性长款耳坠吊坠耳环耳饰配饰品; E. the parking ginza日本藤原浩托特帆布包包女单肩斜挎手提旅行包; F. 范思蓝恩不规则裙子女夏季牛仔高腰半身裙韩版撞色拼接a字裙短裙; G. 牛仔裤女士拉夏贝尔2018秋冬季新款修身显瘦毛边铅笔裤百搭长裤子; H. 赵款款 遇见必收 高腰黑灰色牛仔铅笔裤秋冬修身九分裤女小脚裤; I. S家原创女装冬季欧美街头裙子条纹撞色拼接针织半身裙潮; J. 纯羊毛呢帽子女秋冬复古英伦小礼帽韩版百搭日系盆帽荷叶边渔夫帽,category_completion,"[""style_theme_match""]",3.0,3.0,"The input consists of a bag and shoes, leaving a functional gap for accessories; the ground-truth earrings complete the outfit while matching the 'ulzzang' and 'casual' aesthetic.",weak_or_no_rule_signal,B,0,B,0,B,0
all_fail,235,12443,H,0,1. 淑女名媛春款连衣裙女2019新款气质丝绒长袖a字裙小个子穿搭裙子; 2. 过膝长靴女显瘦防水台高跟粗跟长筒靴磨砂高筒长靴子冬季加绒女鞋,A. VH包包女式斜挎包欧美时尚潮流梯形手拎包简约百搭休闲森系单肩包; B. 小手提包女包中国风迷你手提包包民族风手提包文艺帆布女小手提包; C. 鹿笙|玫瑰的书信D069夏季新款吊带连衣裙女蕾丝打底裙中长款裙子; D. 韩都衣舍2018新款女装秋装韩版连帽系带印花长袖连衣裙DU8145樱; E. Nine West/玖熙冬季牛皮高筒长靴女弹力拼接长筒靴骑士靴; F. ins超火卫衣女套头2019春秋新款韩版宽松连帽百搭纯色cec外套薄款; G. 靴子女2018新款秋冬chic马丁靴女英伦风短靴学生平底韩版复古百搭; H. 小优家包包刺绣帆布包呢料链条包女2019新款百搭单肩斜挎包小包包; I. 小个子短款收腰马海毛粉色毛呢小外套女150呢子大衣2019春装新款; J. 迪桑娜女包手提包小方包 百搭欧美斜挎包包时尚牛皮单肩包风琴包,style_theme_match,"[""category_completion""]",3.0,3.0,"The input outfit features a velvet dress and high boots, suggesting a sophisticated, feminine style. The ground-truth bag (wool/chain) complements this 'lady/socialite' aesthetic better than the casual canvas or sporty options.",popularity_shortcut,A,0,J,0,J,0
all_fail,113,3941,G,0,1. doodoo包包女2019新款潮时尚女士百搭斜挎单肩手提包简约大气女包; 2. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110,A. 濛濛家 秋装2019新绣花网纱长袖连衣裙套装 初秋两件套; B. 卡通女孩印花蕾丝拼接荷叶摆甜美少女连衣裙; C. 皱皱zhou高腰牛仔短裤夏2019新款chic韩版百搭显瘦破洞阔腿热裤; D. 线下-韩都衣舍2018韩版女装夏装新款高腰宽松女牛仔裤OPC8657晽; E. 纯银耳钉女气质韩国个性创意新款缺角五角星锆石珍珠网红耳环耳饰; F. 帽子男潮夏天韩版棒球帽潮人防晒遮阳时尚百搭黑白薄夏季女鸭舌帽; G. 原创春夏新款娃娃领小香风显瘦黑色a字赫本小黑裙复古短袖连衣裙; H. HEIRLOOM凯特周Twin Cluth时尚牛皮手拿包; I. 刺绣polo裙宽松A字型减龄T恤裙连衣裙; J. 滕雨佳 2018秋冬新款驼色双面呢大衣长款深灰蓝羊毛毛呢女外套,style_theme_match,"[""category_completion""]",4.0,3.0,"The input items (a stylish handbag and white sneakers) suggest a casual, chic, and feminine aesthetic. The ground-truth 'little black dress' with a vintage Hepburn style aligns perfectly with this fashion mood, while other candidates are either mismatched in style or redundant accessories.",hard_negative_like,C,0,D,0,C,0
all_fail,162,19042,C,0,1. 特细出游拉菲草帽子 女士夏韩版 大檐沙滩帽防紫外线遮阳帽可折叠; 2. ELLE女包牛皮斜挎包62140单肩包小包女手机包迷你手提包女包,A. 红色结婚宴会敬酒服斜肩名媛小礼服女裙子气质露肩修身连衣裙夏季; B. IN SEOUL 破洞裤女高腰早秋2018新款显瘦韩版紧身黑色小脚九分裤; C. @ZY喜哥 2018夏季新款吊带开衩裙露肩连衣裙长裙女复古背心裙; D. 2019春季新款百搭黑色法式少女高跟鞋细跟尖头性感网红职业单鞋夏; E. K家风衣女中长款过膝2018春秋季新款卡其色修身收腰端庄大气外套; F. 真美诗方扣尖头高跟鞋细跟女猫跟单鞋ZD425CQ7; G. K家开叉阔腿裤女2019春夏新款松紧腰长裤侧边条纹薄款红色运动裤; H. 一字扣凉鞋女夏2018新款小清新高跟鞋学生百搭韩版中跟粗跟鱼嘴鞋; I. 上新小包包女2019新款夏天潮韩版百搭斜挎包链条单肩包时尚小方包; J. 秘密盒子 锦上添花可诉新款收腰漏背长款度假红色碎花连衣裙女,style_theme_match,"[""season_match""]",4.0,3.0,The input items (raffia sun hat and leather crossbody bag) suggest a summer vacation or casual outing aesthetic. The ground-truth dress (summer sling dress) aligns with this vacation/resort style and seasonal context better than the formal or office-wear distractors.,hard_negative_like,J,0,J,0,J,0
all_fail,244,14060,I,0,1. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 2. aza小包包2018新款女包草编ins田园风蝴蝶结藤编包篮子手提斜挎包,A. 皮裙女短裙秋冬2018新款女装韩版时尚高腰口袋ins超火的半身裙潮; B. 女装秋装2018新款时尚潮 宽松复古花朵慵懒风套头高领毛衣女秋冬; C. roberta诺贝达女鞋2018春季新款水钻方扣装饰单鞋女RS87219; D. 2018新款ins马丁靴女短筒韩版百搭软底文艺短靴女学生平底棉鞋冬; E. TATA/他她夏季羊皮简约一字带高跟女凉鞋WU202BL6; F. 韩国气质红色雪花耳环不对称长款流苏珍珠吊坠纯银耳钉耳坠耳饰品; G. MG小象中长款连衣裙女半高领套头打底毛衣冬季新款学生复古吊带裙; H. 秋装2018新款女韩版显瘦小脚裤紧身铅笔长裤子单排扣高腰牛仔裤潮; I. YOMU有目 原宿s925银进口古董娃娃蕾丝花朵珍珠耳环女艺术手作; J. 网纱半身裙秋冬女2019春季新款中长半裙高腰a字裙仙女裙百褶裙子,style_theme_match,"[""category_completion""]",4.0,3.0,"The input items (beret and straw basket bag) establish a specific 'French vintage/pastoral' aesthetic. The ground-truth earrings (antique doll, lace, pearl) align perfectly with this niche, artistic, and vintage-inspired style, whereas other distractors like modern sneakers or basic jeans do not match the specific mood.",weak_or_no_rule_signal,B,0,B,0,B,0
all_fail,5,25705,G,0,1. 小瑞靓包拼色菱格包包女2019新款简约百搭斜挎包单肩包小包包女包; 2. 【5折折扣】修身显瘦牛仔裤女直筒长裤灰色高腰薄绒小脚九分裤,A. 美伢Fuzzykon三条杠宽松LOGO刺绣休闲运动长袖外套女秋 百搭上衣; B. 刺绣喇叭袖松紧腰长款过膝印花连衣裙; C. 英伦风粗跟单鞋女秋季2018新款复古小皮鞋韩版百搭仙女网红女鞋; D. 【南风】信封包链条包斜跨包包女2018新款韩版百搭时尚单肩女包潮; E. 罗马运动凉鞋女夏季中跟韩版百搭学生平底简约松糕底厚底坡跟女鞋; F. 原创真皮女包简约牛皮大容量女士大包包文艺单肩包托特包2019新款; G. ins女鞋港风 超火网红单鞋2019秋季休闲运动真皮老爹鞋女松糕鞋; H. MG小象连衣裙女装夏季2018新款韩版学生衬衫裙少女心粉色仙女裙子; I. 网红同款斜挎包宽肩带sangle水桶包女2019新款真皮女包宽带单肩包; J. 春季情侣工装靴真皮马丁靴男鞋加绒棉鞋雪地靴军靴高帮鞋潮男靴子,style_theme_match,"[""category_completion""]",4.0,3.0,"The input outfit consists of a casual crossbody bag and grey slim-fit jeans; the ground-truth 'dad shoes' (chunky sneakers) align with the current 'ins/Hong Kong style' casual aesthetic, completing the outfit's functional need for footwear.",weak_or_no_rule_signal,A,0,C,0,I,0
all_fail,59,16637,I,0,1. A7seven 弹力显瘦黑色外穿打底裤女秋季百搭修身小脚裤铅笔裤长裤; 2. A7seven 宽松时尚V领羊羔毛套头卫衣女秋冬韩版学生大码绒衫外套,A. 韩都衣舍2019夏装新款女装温柔裙子学生仙女短袖网纱连衣裙DU8301; B. 粉色兔毛拖鞋露趾一字拖女平跟毛毛拖鞋交叉带毛毛鞋平底网红女鞋; C. GENANX闪电潮牌情侣装春夏新款五分袖潮流宽松中袖短袖t恤男衣服; D. 古伊萱2019春上新款ins纯手工镶钻珍珠手提单肩斜挎菱格纹小包包; E. 衣品乐原创大码宽松镂空拼接长袖衬衫女2019春装中长款衬衣T308; F. 925纯银天然淡水珍珠耳钉女气质韩国镂空高跟鞋款耳环防过敏耳坠; G. 【南风】手提包女士包包2018新款韩版百搭女包单肩包小方包斜挎包; H. 2018新款中跟加绒毛毛鞋韩版百搭英伦棉鞋豆豆鞋乐福鞋粗跟女鞋子; I. 【南风】铆钉链条包包女2018新款时尚百搭女包单肩包斜跨包风琴包; J. 真皮水桶包女2019新款韩版斜挎包简约百搭单肩手提头层牛皮女包潮,category_completion,"[""style_theme_match""]",4.0,3.0,"The input consists of a casual winter outfit (leggings and fleece sweatshirt); the ground-truth bag completes the look with a stylish accessory that fits the casual-chic aesthetic, while other candidates are either seasonal mismatches (summer dresses) or less cohesive styles.",hard_negative_like,H,0,D,0,H,0
mixed,121,17230,F,1,1. 秋冬季2018新款打底裤加绒加厚裤裤子外穿保暖裤肉色光腿神器女装; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. CONVERSE匡威官方  All Star ' 70 高帮复古帆布 142334; B. X18秋冬 属于你的时装款 分层设计 羊毛呢A字裙半身裙 米虫爱吃米; C. Bershka女士 2018新款黑色拉链迷你时尚潮流皮革腰包 09510986800; D. 2018秋冬新款韩版高腰A型开叉半身裙女冬季中长款复古格子A字裙子; E. MALI/2018秋装新款宽松显瘦圆领针织衫长袖套头慵懒风羊绒毛衣女; F. 一字扣带透明凉鞋女夏2018新款百搭高跟鞋露趾方头简约粗跟水晶鞋; G. 老爹鞋女2019新款春季网红ins潮女鞋网面夏季透气增高厚底运动鞋; H. NizonDays201新款春季女士松紧开叉高腰休闲针织黑色半裙潮流长裙; I. 打底裤高腰黑色紧身小脚港风裤子复古原宿学院风春秋外穿休闲女裤; J. 毛绒单鞋女2018新款冬季矮跟鞋子方头平底懒人鞋黑色有跟的毛毛鞋,ambiguous_or_counterintuitive_gt,"[""style_theme_match""]",1.0,3.0,"The input items are explicitly for autumn/winter (fleece-lined leggings), making the ground-truth summer sandals highly counterintuitive and seasonally mismatched.",cooccurrence_shortcut,E,0,F,1,E,0
mixed,67,12057,E,1,1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包,A. 欧货短袖雪纺连衣裙女欧洲站2018夏季新款时尚刺绣收腰显瘦中长裙; B. 一条咸鱼fishstudio 复古格纹气质显瘦高腰直筒西装裤休闲裤; C. 韩都衣舍2019韩版女夏新款印花网纱两件套短袖裙子连衣裙YQ7164瑒; D. 网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋; E. 巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤; F. 碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙; G. 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7; H. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; I. 林珊珊 2018秋冬新款网红气质慵懒宽松休闲裤显瘦系带针织阔腿裤; J. TATA/他她夏季方头休闲乐福鞋女单鞋76569BM7,category_completion,"[""season_match""]",3.0,3.0,"The input consists of a pair of casual sneakers and a shoulder bag; the ground-truth item (casual trousers) completes the outfit by adding a bottom piece, while matching the summer seasonal context of the other candidates.",cooccurrence_shortcut,A,0,E,1,F,0
mixed,158,11963,D,1,1. 【新年新品】DanielWellington DW手表女32mm皮带腕表DW石英表; 2. iiJin/艾今官方 个性格子侧拉链内增高女鞋高帮休闲鞋AF005QT(LL); 3. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 罗家RMOJUL 2018春装女装新 气质钉珠蝴蝶蕾丝拼接大摆裙连衣裙SW; B. 破洞牛仔裤女2019新款高腰网红老爹裤直筒韩版显瘦宽松九分乞丐裤; C. vigg18k白金项链女镶施华洛世奇锆玫瑰彩金锁骨链爱心吊坠送女友; D. 韩国MLB棒球帽男女夏款NY帽子藏蓝可调节遮阳帽休闲鸭舌帽; E. 漞渡  棉麻收腰口袋方领连衣裙温柔原创设计仙女裙2018; F. 女生酷酷的网红衣服女街拍款下衣失踪中长宽松体恤黑色拼接t恤裙; G. 尚都比拉2018夏时尚连身裙轻熟优雅中裙灯笼袖短袖镂空蕾丝连衣裙; H. LOSEA 鳄鱼纹小包包女2018新款铂金凯莉包小手提包百搭单肩斜挎包; I. 伊米妮女包时尚印第安链条小方包 休闲单肩斜挎包迷你可爱小包包; J. 猫爷自制秋冬切尔西短靴女2018新款中跟粗跟英伦风复古马丁靴加绒,style_theme_match,"[""category_completion""]",3.0,3.0,"The input items (DW watch, iiJin high-top sneakers, and pearl earrings) lean towards a casual, trendy, and youthful aesthetic; the MLB baseball cap reinforces this 'street-casual' style theme while filling the accessory category gap.",cooccurrence_shortcut,C,0,D,1,H,0
mixed,240,22278,A,1,1. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 2. 衣阁里拉2019夏装新款长袖修身显瘦裤子女红色帅气工装连体裤长裤,A. 回力女鞋秋季帆布鞋2018新款运动鞋韩版百搭休闲鞋板鞋小白鞋子女; B. 2018春装新款韩版学院风黑色宽松西装背带裤九分裤连体裤阔腿裤女; C. 三亚海边度假波西米亚套装阔腿裤女蓝色印花雪纺裙裤沙滩裤夏季薄; D. 2019新款夏一字扣高跟粗跟罗马网红凉鞋女超火交叉绑带百搭ins潮; E. 于momo2018春装新款假两件喇叭袖荷叶边连衣裙不规则条纹鱼尾裙子; F. 素木女装中长款打底高领毛衣女2019新款宽松套头针织衫内搭上衣冬; G. Bata/拔佳秋季珍珠马衔扣圆头休闲平底乐福鞋女单鞋7901CM7; H. 北西图欧洲站高跟鞋女粗跟单鞋圆头真皮百搭牛皮米白色休闲女鞋秋; I. Belle/百丽夏季商场同款山羊皮女凉鞋BFUB3BL6; J. 韩国东大门新款极简时尚pu单肩手提包ins百搭休闲女包气质斜挎包,style_theme_match,"[""category_completion""]",3.0,3.0,"The input is a red jumpsuit with a casual, trendy aesthetic; the ground-truth canvas sneakers match the casual, 'ins' style of the outfit better than the formal heels or seasonal-mismatched items.",weak_or_no_rule_signal,D,0,J,0,A,1
mixed,29,16423,I,2,1. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 2. 傲麦网红短靴女粗跟2018秋冬新款百搭高跟女鞋子加绒马丁靴女短筒,A. 高跟鞋女19春季新款细跟性感一字扣亮片尖头后空单鞋水晶气质女鞋; B. 2019新款韩版心形女包单肩包宽肩带包包小方包单肩斜跨包chic潮; C. STELLA LUNA春夏新款羊反毛圆头露趾一字扣派对超高跟chic女凉鞋; D. 韩都衣舍2018韩版女装秋装新款学生宽松BF上衣潮卫衣JW11064筱; E. 艾斯臣小皮鞋女2019春款单鞋英伦风女鞋子2019春季新款百搭韩版; F. 2019春季白色水钻真皮单鞋浅口细跟镂空高跟鞋尖头高跟女鞋四季鞋; G. 【特价】BJHG欧美纯色宽松贴布做旧磨毛水洗衬衫潮男美式休闲衬衣; H. RCLAB瓦舍 植鞣牛皮竖款单肩包 手工真皮手提女包 简约文艺托特包; I. Micocah 包包 女包 新款2019 轻复古斜挎小方包 法国小众百搭夏季; J. 露肩荷叶边吊带连衣裙蛋糕裙长裙女巴厘岛海边沙滩度假仙女裙子夏,style_theme_match,"[""category_completion""]",4.0,3.0,The input features a French retro beret and boots; the ground-truth bag matches the 'French retro' aesthetic and completes the accessory set.,cooccurrence_shortcut,B,0,I,1,I,1
mixed,15,21723,G,1,1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 2. 四叶草银手链女手镯韩版简约个性女生礼物镶施华洛世奇锆非 纯银,A. 小香风细跟高跟鞋春季2018新款尖头单鞋夏季小清新少女chic女鞋子; B. CASSILE小香风菱格女包牛皮 2019春夏新款链条休闲单肩斜挎手拿包; C. 劳尔2019春装新款潮牌束脚休闲裤男日系宽松工装小脚哈伦裤九分裤; D. chic洋气宽松性感单肩带雪纺半袖女夏2018新款白色气质上衣; E. 珍珠耳环长款韩国气质红色耳坠超仙水晶新娘结婚耳钉女个性百搭银; F. Ipanema拖鞋女外穿新款网红凉拖鞋ins潮拖时尚人字拖鞋女平底拖鞋; G. 法国小众白色凯莉手提限定ck包包女2019新款高级感洋气质感斜挎包; H. 包包女2019新款韩版斜挎巴黎走秀box小帽箱真皮小圆包单肩手提包; I. 2019春季新款复古英伦风真皮高跟凉鞋女粗跟单鞋中跟镂空浅口女鞋; J. 可然出品 山茶/高品质 白色亚麻衬衫女春装长袖上衣 宽松棉麻衬衣,style_theme_match,"[""category_completion""]",4.0,3.0,"The input consists of delicate, feminine jewelry (earrings and clover bracelet), and the ground-truth bag matches the 'elegant/chic' aesthetic better than the casual or masculine distractors.",cooccurrence_shortcut,B,0,G,1,B,0
mixed,62,6358,J,1,1. 宾派星空皮带手表女时尚潮流女士手表防水时尚款女2019新款石英表; 2. 西遇女鞋2018新款珍珠漆皮休闲小皮鞋平底复古乐福鞋女一脚蹬单鞋,A. Micocah 包包女 斜挎包 小方包2019新款 单肩手提包简约ins超火; B. 陌上猫原创美国14K包金珍珠耳环短款圈圈耳钩简约防过敏耳饰品; C. 一力米灰2018新款圆头秋冬季瘦瘦粗跟平底长筒弹力长靴过膝靴女靴; D. 雪纺连衣裙女夏2018新款温柔裙超仙少女小个子收腰ins超火的裙子; E. JOYDIVISION 戴妃包：Diana 真皮优雅手拿包 知性简约女包 手工; F. MOCO半袖运动棒球领 立领收腰 拉链刺绣连衣裙MA171DRS125 摩安珂; G. 素旧安歌 荷叶袖休闲百褶裙 2019春装新款文艺复古A型黑色连衣裙; H. 妙侣平底后系带女靴2018秋冬新款平跟针织弹力袜靴女瘦瘦圆头短靴; I. 伊布都ibudu2017冬装新品连帽流苏长袖加绒卫衣女E742705Z00; J. 小瑞靓包纯色锁扣小方包包女2018新款欧美时尚斜挎链条包单肩小包,category_completion,"[""style_theme_match""]",4.0,3.0,"The input consists of a watch and loafers, creating a clear functional gap for a handbag to complete the accessories set; the chosen bag matches the casual, trendy aesthetic of the input items.",hard_negative_like,A,0,J,1,A,0
mixed,127,843,E,2,1. 2019新款浅蓝色复古水洗不规则腰头直筒九分牛仔裤女小脚显瘦锥形; 2. A7seven 复古撞色拼接毛衣外套女秋冬韩版百搭学生宽松针织开衫潮,A. 秋冬季新款羊毛帽子法式小众圆顶宽檐礼帽女士简约羊毛呢潮流毡帽; B. 秋冬季2018新款貂绒拼接连帽棉衣女中长款茧型棉服毛绒厚棉袄外套; C. CAO 真皮拖鞋女夏头层牛皮素面简单平跟黑白凉拖鞋罗马凉鞋女包邮; D. 稻草人女包斜挎单肩包手提包包女2019新款简约百搭小方包信封包; E. 【南风】复古流浪包包女2019新款时尚百搭简约女包单肩斜挎链条包; F. 高腰牛仔裤九分裤女; G. 欧洲站2018冬装新款立领棉衣女中长款宽松棉服蓬松撞色保暖面包服; H. 简佰格红色新娘小包包2019新款潮时尚手提包女单肩斜挎包女包结婚; I. millie's/妙丽丝带漆牛皮方跟单鞋尖头粗高跟女鞋LL621AM7; J. 镶施华洛世奇水晶耳钉银针气质长款耳环韩国个性耳坠无耳洞耳夹女,style_theme_match,"[""category_completion""]",4.0,3.0,"The input outfit features a retro, casual aesthetic with light-wash denim and a color-blocked knit cardigan; the ground-truth 'retro vagabond bag' reinforces this specific vintage-inspired style while completing the accessory category.",cooccurrence_shortcut,D,0,E,1,E,1
mixed,220,15676,D,1,1. 果冻小包包女2018新款夏天潮韩版百搭斜挎包小清新链条手提透明包; 2. 仙女蕾丝裙荷叶边高腰钉珠温柔网纱连衣裙k,A. 老韩都衣舍2018新款女装春装韩版圆领宽松拼接毛衣针织衫YK8903鲲; B. LIN CHAO ZHANG 时尚松紧腰带设计 休闲气质百搭显瘦短款包臀皮裙; C. 勿上热风2018年春季新款甜美女士平底鞋尖头内增高单鞋H01W8101; D. 高跟鞋女细跟2019春季新款时尚女鞋尖头性感气质百搭少女学生网红; E. 一力米灰2018春秋新款真皮浅口方头蝴蝶结低跟平底复古单鞋女百搭; F. 潘司诺女鞋春夏季款侧空荷叶边蕾丝真皮尖头细跟高跟鞋浅口女单鞋; G. 韩版蛋卷鞋羊皮软皮平底低跟单鞋女拼接圆头浅口芭蕾舞裸色小香风; H. MintCheese独立设计复古优雅橙色撞色扣子翻领春夏半身裙包臀裙; I. MIXDEMIND觅定燕麦色毛呢大衣少女中长款h型法式复古外套赫本风冬; J. MG小象中长款连衣裙女夏2018新款气质裙子蕾丝沙滩裙温柔风吊带裙,style_theme_match,"[""category_completion""]",4.0,3.0,"The input features a 'fairy' lace dress and a trendy jelly bag, creating a feminine, stylish aesthetic. The ground-truth high heels match this 'sexy' and 'trendy' style better than the more casual or vintage-specific footwear distractors.",cooccurrence_shortcut,F,0,D,1,F,0
mixed,221,8486,E,1,1. VH女包新款质感宽带单肩斜挎包牛皮时尚百搭风琴纯色小仙女方包; 2. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲,A. anunu/阿奴奴2018新款老爹鞋女运动休闲鞋松糕厚底鞋真皮小白鞋; B. chic真皮机车皮衣女中长款宽松BF百搭皮夹克外套韩版2019春季新款; C. 韩都衣舍2019韩版女装夏装新款宽松显瘦毛边chic牛仔短裤HO8250魭; D. 法式一字扣高跟鞋女细跟2019新款春宴会时尚铆钉女鞋尖头浅口鞋子; E. K家一字肩黑色波点雪纺连体裤2019春夏新款女长裤宽松休闲阔腿裤; F. 麦果时尚晚会主持人礼服女仙气梦幻名媛生日派对长款吊带连衣裙子; G. ALUONLINESHOP 浅蓝色复古水洗做旧牛仔裤女春秋季裁剪边宽松长裤; H. MG小象粉色格子毛呢外套女皮毛一体上衣冬季新款学生chic呢大衣潮; I. 兔子先森原创秋季新款韩版竹节棉打底衫日系男士纯色百搭长袖T恤; J. 芸所原创星轨耳环粉色星球珍珠耳钉蓝色不规则大圈耳夹女简约气质,style_theme_match,"[""category_completion""]",4.0,3.0,"The input items (shoulder bag and white sneakers) suggest a casual, chic, and versatile aesthetic. The ground-truth jumpsuit (E) aligns with this 'chic' and 'casual' style theme while completing the outfit by adding a primary clothing piece.",cooccurrence_shortcut,C,0,E,1,G,0
mixed,237,19356,G,2,1. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; 2. 晶咕家微胖大码女装2018新款宽松假两件吊带裙中长款缎面连衣裙夏,A. 花间裳/月上海棠/原创文艺淑女雪纺连衣裙春季打底裙百褶裙; B. LOSEA 翻绒铆钉小方包女2018新款宽肩带女包时尚小挎包单肩斜挎包; C. Titlee新款小红心冷淡风耳钉首饰网红文艺礼物简约小众设计耳饰; D. 一力米灰平底马丁靴2018新款冬季圆头低跟弹力切尔西靴子女短筒靴; E. 白色增高英伦小皮鞋女2019新款春秋软皮中跟百搭仙女粗跟休闲单鞋; F. 韩都衣舍2018韩版女装秋装新款字母宽松套头chic卫衣HH0488婏; G. MYTASTE迷你风琴小方包链条包女2018新款百搭简约牛皮单肩斜跨包; H. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; I. BONNEFORTUNE7 拼接字母红边运动束脚裤国潮休闲裤男女秋冬季长裤; J. 子墨家s925纯银复古镂空手工拉丝吊坠项链短链锁骨链简约清新文艺,category_completion,"[""style_theme_match""]",4.0,3.0,"The input consists of casual footwear and a dress; the ground-truth item is a versatile handbag that completes the outfit's functional needs while maintaining a minimalist, casual aesthetic consistent with the input items.",weak_or_no_rule_signal,G,1,H,0,G,1
mixed,24,18245,I,1,1. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽; 2. Tweak特威克春夏女鞋基本款低帮帆布鞋 平底运动休闲板鞋全国包邮,A. 法式复古设计感小众红色夏季海边沙滩度假过膝长款气质连衣裙女; B. 2019新款亚克力闪粉包包液体透明包包女小方包单肩斜跨链条盒子包; C. 原创小众帆布包女单肩文艺小清新森系学生简约百搭条纹棉麻布袋; D. 【GP韩国正品】MLB棒球帽EXO明星同款春夏NY弯檐鸭舌帽LA男女帽子; E. 帽子女春夏韩版百搭棒球帽时尚防晒帽潮人遮阳帽出游太阳帽鸭舌帽; F. venuco真皮女包2019新款头层牛皮小方包女迷你单肩小包斜挎豆腐包; G. 衣品乐原创大码宽松加厚麂皮绒连帽外套胖MM女装中长款冬季Q947; H. 毛衣链长款百搭简约网红同款高档装饰毛衣项链女水晶吊坠挂件饰品; I. 老链接2018秋装新款女装灯笼袖长袖短款粉色时尚连衣裙短裙女嬛; J. 少女心ins耳环长款超仙气质爱心耳坠韩国红色心形螺旋耳夹式吊坠,category_completion,"[""style_theme_match""]",3.0,2.0,"The input consists of a hat and casual canvas shoes; the ground-truth dress completes the outfit category-wise, transitioning the look from accessories/footwear to a full ensemble.",cooccurrence_shortcut,A,0,I,1,C,0
