bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,hit
27290,13302,2,C,"[18363, 19332]","[23721, 26267, 13302, 26100, 3578, 26003, 1474, 10445, 9678, 9841]",1. 2018新款韩版陶瓷手表女士时尚潮流石英表防水简约学生休闲女腕表; 2. 伊芙丽2018秋装新款韩版休闲裤子女时尚宽松阔腿雪纺长裤运动裤,A. 冬2018新款韩版翻领羊羔皮毛一体短外套女帅气黑色机车夹克皮衣@; B. 凉拖女夏外穿厚底2018新款百搭松糕chic拖鞋女港风时尚外出一字拖; C. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; D. 内增高小白鞋女2019春新款韩版百搭休闲运动鞋坡跟单鞋厚底白鞋子; E. 风家 论有钱人设的完成！ 经典驼笔挺羊毛帅气九分阔腿裤KZ0416兑; F. 小香风日系秋季海军帽子女韩版百搭秋天网红英伦八角贝雷帽秋冬潮; G. Lilbetter男士T恤时尚拼接撞色圆领体恤LB潮牌宽松半袖嘻哈上衣男; H. 百搭925纯银再见前任3林佳同款鱼尾吊坠海豚项链女日韩简约锁骨链; I. 美嘟嘟定制包2018秋款韩版简约潮牌绒面蝴蝶结飘带单肩斜挎手提包; J. 条纹冰丝针织衫女短袖短款中袖修身套头打底T恤五分袖上衣毛衣夏,"ERR_429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 12.050347385s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '12s'}]}}",0
15959,28461,1,B,"[16744, 21413]","[19115, 28461, 27091, 14923, 8828, 25594, 8900, 9580, 12172, 23864]",1. 冬天毛绒女帽子韩版潮字母刺绣休闲百搭鸭舌帽秋季2018新款棒球帽; 2. 加绒牛仔裤女秋冬新款网红脚口开叉紧身高腰显瘦小脚铅笔裤子#,A. 透明小包包夏季女式学生洋气百搭单肩斜挎镭射可爱少女水桶女包; B. 张贝贝ibell2018冬季新款很仙的毛衣慵懒风条纹长袖圆领针织衫女; C. CHACHA 不规则超火的半身裙秋冬女港味复古chic高腰百褶裙长裙; D. St&amp;Sat/星期六春秋款商场同款拼接方头粗跟女单鞋SS81111351; E. 原点范2018冬季新款加绒加厚套头卫衣女中长款欧洲站印花上衣020K; F. 大瓶定制慵懒风毛茸茸毛衣女套头2018冬新款韩版宽松加厚貂绒外套; G. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; H. 日系复古纯色打底衫秋冬毛衣男宽松韩版潮流套头学生情侣针织衫; I. 2019春季新款高跟鞋女细跟尖头法式学生百搭性感裸色网红春款单鞋; J. Vans范斯官方正品 经典侧边条纹男子黑色低帮运动休闲板鞋,"ERR_429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 58.358154151s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '58s'}]}}",0
3295,13007,6,G,"[24616, 30318]","[20725, 17882, 14709, 23691, 13702, 18516, 13007, 7405, 22684, 5929]",1. 绒面小众款小包包2018秋冬新款个性chic迷你单肩包韩版少女小挎包; 2. 复古少女心金箔亚克力耳环女韩国气质长款个性纯银耳坠耳饰R014,A. ◆ASM◆2018夏季新款衬衫领格子长袖宽松百搭小清新度假上衣女装; B. Fossil化石欧美时尚休闲皮表带石英机芯手表女 ES4154; C. 黄色短袖夏季新款宽松韩版chic中长款大t恤女白色网红同款上衣潮; D. 2019夏新款粗麻绳草编凉鞋女交叉镂空露趾休闲学生休闲套脚女凉鞋; E. 九月陌墨 2019秋冬新款女装图案刺绣连帽套头毛衣 韩版宽松针织衫; F. LRUD衬衫女2019春装新款女装韩版条纹白色衬衣宽松长袖小清新上衣; G. 欧洲站2019春款新品真皮女鞋百搭时尚优雅漆皮浅口尖头细高跟鞋潮; H. JHXC 韩版秋季薄款水洗黑色高腰紧身牛仔裤女修身小脚铅笔裤长裤; I. 厚底小白鞋女真皮2018秋冬新款韩版百搭网红老爹运动板鞋ins鞋子; J. 2018春秋季新款女鞋单鞋休闲鞋韩版松糕鞋百搭运动鞋厚底小白鞋子,"ERR_429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 44.677969557s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '44s'}]}}",0
9428,2855,8,I,"[13625, 14390]","[21174, 15957, 29083, 15345, 19753, 11044, 889, 2936, 2855, 14581]",1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 2. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽,A. 日韩国脖子饰品女纯银锁骨链颈带黑色项圈毛衣短款简约项链脖颈链; B. 五角星夸张大耳环女韩国长款时尚星星网红耳坠银耳钉个性性感耳饰; C. PANLULUPAN定制斜挎包头层牛皮荔枝纹单肩包三角包轻便女包包真皮; D. 南瓜谷 吊带连衣裙女夏2018新款裙子无袖温柔裙仙女裙 L294; E. 毛呢半身裙秋冬新款显瘦不规则条纹a字裙修身中长款包臀女半裙子; F. MUZI定制包包女2018冬季新款韩版百搭毛呢潮流复古简约锁扣小方包; G. 馨帮帮复古九分高腰杏色牛仔裤直筒裤子女宽松韩版百搭学生; H. 帽仕汇 帽子女冬天韩版毡帽圆顶毛呢渔夫帽秋冬名媛优雅羊毛礼帽; I. ZENGLIU小圆圈耳钉女气质短耳坠简约百搭韩国耳环冷淡风银针耳饰; J. 肉完ROUWANBABY180604初恋的感觉清新气质短袖连衣裙女夏2018新款,"ERR_429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 31.010206669s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '31s'}]}}",0
15236,27090,6,G,"[14231, 28608]","[29668, 18985, 29563, 24319, 17097, 27220, 27090, 6278, 20046, 1986]",1. 红谷女包 专柜正品 子眸系列 撞色锁扣 手提斜挎包 H51442206\09; 2. 尖头2018秋冬季新款韩版百搭绒面小跟短靴女靴性感细跟高跟女鞋子,A. 【断码清仓 不退不换】2018秋冬季英伦小尖头金属扣中口兔毛毛毛; B. keddo2018春夏新款韩版真皮小白鞋女款休闲鞋系带平厚底休闲鞋子; C. 平底女单鞋小香风2019春夏新款韩版百搭拼色低跟尖头浅口女凉鞋子; D. 三千自制 仙乐飘飘仲夏日 让心美醉的挖肩式印花真丝衬衣 BG924; E. 【半价 不退换】极简风范松紧腰 麻感锥形休闲裤 HW12444; F. 心语泉背带阔腿裤女长裤2018秋季新款高腰时尚修身V领无袖连体裤; G. 濛濛家 秋冬2019新款酒红色毛呢阔腿裤 高腰阔腿长裤宽松毛呢裤女; H. VEGA CHANG毛呢外套女中长款2018秋冬新款牛角扣粗花呢子大衣; I. damostudio夏日新品 时髦俏皮 肩绑带荷叶摆宽松吊带背心; J. Moana 进口黑尖晶石美国14K注金星星蕾丝日韩项链项圈chocker女,"ERR_429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 17.332659159s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '17s'}]}}",0
9544,1360,6,G,"[8266, 8352]","[4422, 17353, 6935, 24394, 29005, 3863, 1360, 7315, 23566, 21843]",1. Amyy Studios 度假风裙子长袖衬衫裙白色衬衣连衣裙女; 2. 大脑布原创水桶斜挎包草编包编织包女包森系小包沙滩复古百搭ins,A. 韩都衣舍2018新款女装春装韩版宽松显瘦条纹长袖衬衫女EJ0134玎; B. 【MONA】加绒卫衣女秋2018新款宽松卫衣女休闲慵懒圆领套头; C. 赵款款 遇见必收 高腰黑灰色牛仔铅笔裤秋冬修身九分裤女小脚裤; D. 韩都衣舍2018新款女装春装韩版chic纯色上衣镂空长袖T恤OU7991堯; E. 2019春款脏脏鞋女韩版ulzzang学生小白鞋做旧板鞋复古星星小脏鞋; F. 【南风】牛皮毛绒兔子包包女2019新款女包时尚拉链单肩包斜跨包女; G. 素觉原创925银手镯女冷淡风手环简约时尚个性镯子母亲节礼物; H. Camelio Toscalini 米白色针扣羊皮女士单鞋; I. 慵懒风绿色连帽卫衣女2018秋季新款女长袖韩版宽松套头薄款外套潮; J. 冬季加绒女鞋秋冬2018新款老爹运动鞋女韩版网红原宿百搭小白棉鞋,"ERR_429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 3.645207803s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '3s'}]}}",0
